Date (YYMMDD),Observation Number,FeI Line ID,Calculated Radial Velocity (km/s),RMS ThAr Calibration,v_telurica,v_heliocentrica_kms,Inverse Flux Intensity,Flux Intensity,Gradient 1,Gradient 2,R^2 Gradient 1,R^2 Gradient 2,Standard Error Gradient 1,Standard Error Gradient 2
190327,5,I,-30.65,0.0013,26.84,-3.81,1.63,0.61,0.0254,0.3121,0.2724,0.807,0.0186,0.1526
190327,5,J,-30.69,0.0013,26.84,-3.85,1.59,0.63,0.0254,0.3121,0.2724,0.807,0.0186,0.1526
190327,6,A,-30.58,0.0013,26.74,-3.84,1.7,0.59,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,B,-30.68,0.0013,26.74,-3.94,1.43,0.7,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,C,-28.76,0.0013,26.74,-2.02,1.17,0.86,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,D,-29.31,0.0013,26.74,-2.58,1.56,0.64,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,E,-31.93,0.0013,26.74,-5.19,1.45,0.69,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,F,-30.13,0.0013,26.74,-3.39,1.41,0.71,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,G,-30.04,0.0013,26.74,-3.3,1.54,0.65,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,H,-30.78,0.0013,26.74,-4.04,1.32,0.76,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,I,-29.87,0.0013,26.74,-3.13,1.72,0.58,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190327,6,J,-31.8,0.0013,26.74,-5.06,1.53,0.65,-0.0148,0.0635,0.0961,0.8342,0.0202,0.0283
190409,1,A,-30.01,0.0016,23.62,-6.39,1.24,0.81,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,B,-28.5,0.0016,23.62,-4.88,1.45,0.69,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,C,-27.3,0.0016,23.62,-3.68,1.25,0.8,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,D,-25.57,0.0016,23.62,-1.95,1.47,0.68,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,E,-27.97,0.0016,23.62,-4.35,1.36,0.73,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,F,-25.13,0.0016,23.62,-1.52,1.38,0.73,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,G,-26.59,0.0016,23.62,-2.98,1.42,0.7,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,H,-26.01,0.0016,23.62,-2.4,1.32,0.76,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,I,-26.23,0.0016,23.62,-2.61,1.61,0.62,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,1,J,-27.37,0.0016,23.62,-3.75,1.51,0.66,-0.0237,0.0268,0.422,0.3348,0.0124,0.0377
190409,2,A,-27.08,0.0016,23.58,-3.5,1.59,0.63,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,B,-26.77,0.0016,23.58,-3.19,1.42,0.7,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,C,-26.34,0.0016,23.58,-2.76,1.13,0.88,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,D,-26.01,0.0016,23.58,-2.43,1.45,0.69,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,E,-26.97,0.0016,23.58,-3.39,1.38,0.72,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,F,-26.74,0.0016,23.58,-3.16,1.37,0.73,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,G,-27.38,0.0016,23.58,-3.81,1.46,0.69,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,H,-27.46,0.0016,23.58,-3.89,1.33,0.75,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,I,-26.5,0.0016,23.58,-2.92,1.54,0.65,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,2,J,-27.5,0.0016,23.58,-3.93,1.49,0.67,0.0086,0.0975,0.0146,0.36,0.0316,0.13
190409,3,A,-27.6,0.0016,23.54,-4.06,1.61,0.62,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,B,-26.84,0.0016,23.54,-3.3,1.41,0.71,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,C,-25.51,0.0016,23.54,-1.97,1.15,0.87,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,D,-25.72,0.0016,23.54,-2.18,1.44,0.69,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,E,-26.84,0.0016,23.54,-3.3,1.39,0.72,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,F,-26.37,0.0016,23.54,-2.83,1.38,0.72,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,G,-26.4,0.0016,23.54,-2.86,1.46,0.69,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,H,-26.86,0.0016,23.54,-3.32,1.33,0.75,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,I,-26.47,0.0016,23.54,-2.93,1.52,0.66,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,3,J,-26.77,0.0016,23.54,-3.23,1.51,0.66,0.0355,0.1054,0.3237,0.9321,0.023,0.0285
190409,4,A,-25.25,0.0016,23.46,-1.8,1.17,0.86,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,B,-26.53,0.0016,23.46,-3.07,1.39,0.72,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,C,-27.04,0.0016,23.46,-3.59,1.18,0.85,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,D,-26.24,0.0016,23.46,-2.79,1.48,0.68,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,E,-25.72,0.0016,23.46,-2.26,1.41,0.71,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,F,-25.36,0.0016,23.46,-1.91,1.4,0.71,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,G,-27.49,0.0016,23.46,-4.03,1.46,0.69,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,H,-26.66,0.0016,23.46,-3.21,1.31,0.76,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,I,-25.7,0.0016,23.46,-2.25,1.59,0.63,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190409,4,J,-25.75,0.0016,23.46,-2.29,1.54,0.65,0.0346,-0.2484,0.1236,0.9952,0.0413,0.0173
190413,1,A,-25.71,0.0011,21.88,-3.82,1.69,0.59,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,B,-25.38,0.0011,21.88,-3.5,1.44,0.69,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,C,-24.61,0.0011,21.88,-2.73,1.24,0.81,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,D,-24.66,0.0011,21.88,-2.78,1.48,0.68,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,E,-25.32,0.0011,21.88,-3.44,1.4,0.72,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,F,-24.76,0.0011,21.88,-2.88,1.43,0.7,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,G,-24.02,0.0011,21.88,-2.14,1.46,0.68,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,H,-25.52,0.0011,21.88,-3.64,1.32,0.76,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,I,-23.45,0.0011,21.88,-1.57,1.55,0.65,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,1,J,-23.67,0.0011,21.88,-1.79,1.53,0.65,0.0037,0.0844,0.0059,0.5341,0.0216,0.0788
190413,2,A,-25.6,0.0011,21.84,-3.76,1.62,0.62,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,B,-24.73,0.0011,21.84,-2.89,1.42,0.7,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,C,-24.74,0.0011,21.84,-2.9,1.23,0.81,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,D,-24.8,0.0011,21.84,-2.96,1.48,0.67,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,E,-24.88,0.0011,21.84,-3.05,1.41,0.71,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,F,-23.93,0.0011,21.84,-2.09,1.41,0.71,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,G,-24.51,0.0011,21.84,-2.68,1.52,0.66,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,H,-25.19,0.0011,21.84,-3.35,1.34,0.74,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,I,-24.39,0.0011,21.84,-2.55,1.59,0.63,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,2,J,-24.92,0.0011,21.84,-3.08,1.57,0.64,0.0382,0.0278,0.2826,0.0178,0.0272,0.2065
190413,3,A,-25.54,0.0011,21.79,-3.75,1.62,0.62,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,B,-25.05,0.0011,21.79,-3.26,1.43,0.7,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,C,-24.2,0.0011,21.79,-2.41,1.21,0.83,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,D,-24.08,0.0011,21.79,-2.28,1.5,0.66,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,E,-24.3,0.0011,21.79,-2.51,1.37,0.73,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,F,-24.2,0.0011,21.79,-2.4,1.39,0.72,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,G,-25.02,0.0011,21.79,-3.23,1.5,0.67,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,H,-24.19,0.0011,21.79,-2.39,1.32,0.76,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,I,-23.87,0.0011,21.79,-2.08,1.6,0.63,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190413,3,J,-24.82,0.0011,21.79,-3.03,1.56,0.64,0.0292,0.109,0.1555,0.7042,0.0304,0.0706
190511,1,A,-15.94,0.0011,10.68,-5.26,1.69,0.59,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,B,-15.09,0.0011,10.68,-4.41,1.5,0.66,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,C,-3.13,0.0011,10.68,7.55,1.13,0.88,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,D,-13.63,0.0011,10.68,-2.95,1.5,0.67,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,E,-13.07,0.0011,10.68,-2.39,1.25,0.8,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,F,-14.63,0.0011,10.68,-3.95,1.39,0.72,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,G,-15.94,0.0011,10.68,-5.26,1.43,0.7,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,H,-16.55,0.0011,10.68,-5.87,1.24,0.81,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,I,-13.56,0.0011,10.68,-2.88,1.4,0.71,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190511,1,J,-14.35,0.0011,10.68,-3.67,1.54,0.65,0.035,0.0104,0.3796,0.4885,0.02,0.0107
190518,1,A,39.12,0.8651,7.36,46.48,1.73,0.58,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,B,38.37,0.8651,7.36,45.73,1.33,0.75,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,C,36.86,0.8651,7.36,44.22,1.2,0.84,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,D,36.9,0.8651,7.36,44.26,1.42,0.7,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,E,33.68,0.8651,7.36,41.04,1.32,0.76,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,F,30.76,0.8651,7.36,38.12,1.34,0.74,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,G,24.78,0.8651,7.36,32.14,1.43,0.7,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,H,16.87,0.8651,7.36,24.23,1.23,0.81,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,I,15.2,0.8651,7.36,22.56,1.51,0.66,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,1,J,13.4,0.8651,7.36,20.76,1.47,0.68,-0.0001,-0.0009,0.0007,0.0698,0.0026,0.0034
190518,2,A,39.21,0.8651,7.32,46.53,1.65,0.61,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,B,38.48,0.8651,7.32,45.79,1.37,0.73,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,C,36.52,0.8651,7.32,43.84,1.15,0.87,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,D,36.98,0.8651,7.32,44.29,1.41,0.71,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,E,34.33,0.8651,7.32,41.65,1.33,0.75,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,F,30.36,0.8651,7.32,37.67,1.32,0.76,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,G,24.64,0.8651,7.32,31.96,1.43,0.7,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,H,16.31,0.8651,7.32,23.63,1.26,0.79,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,I,14.79,0.8651,7.32,22.11,1.5,0.67,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,2,J,13.33,0.8651,7.32,20.65,1.45,0.69,0.0001,0.0001,0.0002,0.0002,0.0022,0.0058
190518,3,A,39.83,0.8651,7.27,47.1,1.62,0.62,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,B,38.57,0.8651,7.27,45.84,1.39,0.72,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,C,37.11,0.8651,7.27,44.38,1.13,0.88,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,D,37.54,0.8651,7.27,44.81,1.43,0.7,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,E,38.29,0.8651,7.27,45.57,1.33,0.75,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,F,30.59,0.8651,7.27,37.87,1.32,0.76,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,G,25.21,0.8651,7.27,32.48,1.46,0.69,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,H,16.37,0.8651,7.27,23.64,1.28,0.78,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,I,15.16,0.8651,7.27,22.43,1.45,0.69,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,3,J,13.79,0.8651,7.27,21.07,1.42,0.71,-0.0002,0.0005,0.0027,0.006,0.0019,0.0068
190518,4,A,40.05,0.8651,7.23,47.28,1.6,0.62,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,B,38.43,0.8651,7.23,45.66,1.37,0.73,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,C,38.74,0.8651,7.23,45.97,1.18,0.85,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,D,36.95,0.8651,7.23,44.19,1.48,0.67,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,E,36.63,0.8651,7.23,43.87,1.32,0.76,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,F,30.95,0.8651,7.23,38.18,1.32,0.76,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,G,25.33,0.8651,7.23,32.56,1.42,0.7,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,H,17.1,0.8651,7.23,24.33,1.28,0.78,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,I,15.5,0.8651,7.23,22.73,1.48,0.67,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,4,J,13.54,0.8651,7.23,20.77,1.46,0.68,0.0001,0.0006,0.001,0.0156,0.002,0.0047
190518,5,A,39.97,0.8651,7.19,47.16,1.55,0.65,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,B,38.48,0.8651,7.19,45.67,1.42,0.7,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,C,37.49,0.8651,7.19,44.68,1.17,0.85,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,D,36.89,0.8651,7.19,44.08,1.44,0.69,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,E,36.24,0.8651,7.19,43.43,1.34,0.75,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,F,31.48,0.8651,7.19,38.66,1.34,0.75,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,G,24.91,0.8651,7.19,32.1,1.43,0.7,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,H,15.18,0.8651,7.19,22.37,1.27,0.79,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,I,15.81,0.8651,7.19,23.0,1.46,0.68,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,5,J,14.29,0.8651,7.19,21.48,1.45,0.69,0.0002,-0.0006,0.005,0.0111,0.0015,0.0056
190518,6,A,40.02,0.8651,7.13,47.15,1.58,0.63,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,B,39.01,0.8651,7.13,46.14,1.36,0.74,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,C,38.3,0.8651,7.13,45.43,1.16,0.86,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,D,36.32,0.8651,7.13,43.45,1.42,0.71,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,E,35.45,0.8651,7.13,42.58,1.33,0.75,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,F,30.94,0.8651,7.13,38.07,1.33,0.75,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,G,25.19,0.8651,7.13,32.32,1.42,0.7,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,H,16.82,0.8651,7.13,23.95,1.24,0.8,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,I,14.95,0.8651,7.13,22.07,1.48,0.68,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190518,6,J,15.01,0.8651,7.13,22.14,1.47,0.68,0.0006,-0.0004,0.0184,0.0067,0.0019,0.0049
190521,1,A,-13.33,0.0017,5.37,-7.96,3.79,0.26,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,B,-5.03,0.0017,5.37,0.35,1.65,0.6,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,C,-6.18,0.0017,5.37,-0.81,1.09,0.92,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,D,-7.2,0.0017,5.37,-1.82,1.41,0.71,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,E,-7.02,0.0017,5.37,-1.65,1.33,0.75,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,F,-5.84,0.0017,5.37,-0.47,1.32,0.76,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,G,-7.21,0.0017,5.37,-1.83,1.4,0.72,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,H,-8.41,0.0017,5.37,-3.04,1.26,0.79,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,I,-6.36,0.0017,5.37,-0.99,1.48,0.68,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190521,1,J,-8.16,0.0017,5.37,-2.79,1.43,0.7,0.0664,-0.0404,0.9217,0.1929,0.0087,0.0826
190608,1,A,0.49,0.0007,-3.17,-2.67,1.57,0.64,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,B,0.78,0.0007,-3.17,-2.39,1.42,0.7,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,C,0.91,0.0007,-3.17,-2.26,1.18,0.85,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,D,1.67,0.0007,-3.17,-1.5,1.53,0.65,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,E,2.67,0.0007,-3.17,-0.5,1.3,0.77,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,F,2.55,0.0007,-3.17,-0.62,1.34,0.74,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,G,1.69,0.0007,-3.17,-1.47,1.44,0.69,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,H,1.05,0.0007,-3.17,-2.12,1.22,0.82,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,I,1.1,0.0007,-3.17,-2.07,1.49,0.67,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,1,J,0.46,0.0007,-3.17,-2.71,1.48,0.68,0.0455,0.4186,0.7239,0.5421,0.0126,0.3847
190608,2,A,1.15,0.0007,-3.87,-2.71,1.61,0.62,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,B,1.72,0.0007,-3.87,-2.15,1.35,0.74,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,C,1.81,0.0007,-3.87,-2.06,1.2,0.83,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,D,2.61,0.0007,-3.87,-1.26,1.5,0.67,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,E,2.17,0.0007,-3.87,-1.69,1.36,0.73,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,F,2.93,0.0007,-3.87,-0.93,1.33,0.75,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,G,2.74,0.0007,-3.87,-1.13,1.41,0.71,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,H,2.16,0.0007,-3.87,-1.7,1.33,0.75,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,I,1.93,0.0007,-3.87,-1.93,1.46,0.68,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,2,J,2.17,0.0007,-3.87,-1.7,1.45,0.69,0.0546,-0.0368,0.5693,0.0313,0.0212,0.205
190608,3,A,1.41,0.0007,-3.89,-2.48,1.62,0.62,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,B,1.77,0.0007,-3.89,-2.12,1.35,0.74,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,C,1.58,0.0007,-3.89,-2.31,1.19,0.84,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,D,2.71,0.0007,-3.89,-1.18,1.46,0.69,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,E,1.94,0.0007,-3.89,-1.95,1.36,0.73,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,F,3.47,0.0007,-3.89,-0.42,1.34,0.75,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,G,2.1,0.0007,-3.89,-1.79,1.41,0.71,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,H,1.21,0.0007,-3.89,-2.67,1.33,0.75,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,I,1.81,0.0007,-3.89,-2.08,1.45,0.69,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190608,3,J,3.71,0.0007,-3.89,-0.17,1.46,0.69,0.0221,0.0205,0.2076,0.0107,0.0193,0.1968
190615,1,A,5.85,0.0012,-6.44,-0.59,1.59,0.63,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,B,4.55,0.0012,-6.44,-1.89,1.39,0.72,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,C,33.25,0.0012,-6.44,26.81,1.15,0.87,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,D,9.5,0.0012,-6.44,3.06,1.44,0.7,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,E,4.21,0.0012,-6.44,-2.23,1.29,0.78,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,F,4.02,0.0012,-6.44,-2.42,1.44,0.7,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,G,5.98,0.0012,-6.44,-0.47,1.48,0.67,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,H,3.13,0.0012,-6.44,-3.31,1.29,0.77,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,I,11.46,0.0012,-6.44,5.01,1.46,0.68,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190615,1,J,6.33,0.0012,-6.44,-0.11,1.48,0.67,-0.0039,0.004,0.058,0.8337,0.007,0.0018
190627,1,A,10.36,0.0021,-12.13,-1.77,1.56,0.64,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,B,9.95,0.0021,-12.13,-2.18,1.41,0.71,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,C,11.94,0.0021,-12.13,-0.18,1.18,0.85,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,D,11.13,0.0021,-12.13,-0.99,1.47,0.68,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,E,10.62,0.0021,-12.13,-1.5,1.36,0.74,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,F,11.49,0.0021,-12.13,-0.63,1.39,0.72,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,G,11.31,0.0021,-12.13,-0.81,1.46,0.69,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,H,10.93,0.0021,-12.13,-1.19,1.29,0.77,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,I,11.51,0.0021,-12.13,-0.62,1.51,0.66,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,1,J,10.63,0.0021,-12.13,-1.49,1.46,0.68,0.0104,0.0693,0.0232,0.9978,0.0301,0.0033
190627,2,A,9.97,0.0021,-12.17,-2.2,1.56,0.64,0.0294,-0.0614,0.0998,0.585,0.0395,0.0517
190627,2,B,9.35,0.0021,-12.17,-2.82,1.38,0.72,0.0294,-0.0614,0.0998,0.585,0.0395,0.0517
190627,2,C,8.43,0.0021,-12.17,-3.74,1.16,0.86,0.0294,-0.0614,0.0998,0.585,0.0395,0.0517
190627,2,D,10.96,0.0021,-12.17,-1.21,1.48,0.67,0.0294,-0.0614,0.0998,0.585,0.0395,0.0517
190627,2,E,10.33,0.0021,-12.17,-1.84,1.36,0.74,0.0294,-0.0614,0.0998,0.585,0.0395,0.0517
190627,2,F,11.03,0.0021,-12.17,-1.14,1.36,0.74,0.0294,-0.0614,0.0998,0.585,0.0395,0.0517
190627,2,G,10.87,0.0021,-12.17,-1.29,1.45,0.69,0.0294,-0.0614,0.0998,0.585,0.0395,0.0517
